env_name,train_samples,encode_dim,use_control_loss,use_covariance_loss,mean_JrPE,mean_JrPE,mean_survival_steps,mean_survival_steps
,,,,,mean,std,mean,std
G1,200000,53,False,False,0.13218179073059982,0.014110074679954055,56.3716,2.083544887925381
G1,200000,53,False,True,0.15120708771529626,0.0206839171410598,57.4298,1.8493160086907805
G1,200000,53,True,False,0.1230196378474993,0.022320139329791693,55.508799999999994,2.63183285943466
G1,200000,53,True,True,0.13514954545105776,0.02014451824901905,55.813,3.113930956203108
G1,200000,106,False,False,0.15884281383924376,0.0061272157201543685,57.545,1.4283471216759618
G1,200000,106,False,True,0.16424851251804018,0.011246226987955084,57.9698,0.7475504665238326
G1,200000,106,True,False,0.15481935430054514,0.014165517266899434,53.1536,5.0511530663799915
G1,200000,106,True,True,0.16290255151056285,0.014795211994393405,52.9782,5.120740786253488
G1,200000,212,False,False,0.1640041600920846,0.008548585707693674,58.940200000000004,0.6860249266608335
G1,200000,212,False,True,0.16935169125899868,0.01304434496426773,58.0,2.1181967566777176
G1,200000,212,True,False,0.15107248794699585,0.014866272543923401,55.2054,1.4221609613542345
G1,200000,212,True,True,0.14595428236464697,0.01284661730983077,57.3524,1.6978647767122081
G1,200000,424,False,False,0.1486820447747472,0.01552994710428474,61.02,2.212404687212534
G1,200000,424,False,True,0.15388812250052492,0.01230164122358099,60.87820000000001,1.6720923120450024
G1,200000,424,True,False,0.1418446220891099,0.007446146394127479,57.489,1.802779381954434
G1,200000,424,True,True,0.13814187535869404,0.014191844081393856,58.949400000000004,1.6682523190452958
G1,200000,848,False,False,0.14328874969243238,0.020683028568975883,59.8694,0.894908822171287
G1,200000,848,False,True,0.1480775589441721,0.018466562933950666,59.022000000000006,1.4620620711857624
G1,200000,848,True,False,0.12412090519725234,0.012741741633894622,56.3908,4.760058739133377
G1,200000,848,True,True,0.14492825250621383,0.04884422251912863,56.2454,5.239327370951349
