encode_dim,JrPE_False_False,JrPE_False_True,JrPE_True_False,JrPE_True_True,Survival_False_False,Survival_False_True,Survival_True_False,Survival_True_True,JrPE_base,JrPE_cov,JrPE_ctrl,JrPE_both,Survival_base,Survival_cov,Survival_ctrl,Survival_both,JrPE_impr_cov_%,JrPE_impr_ctrl_%,JrPE_impr_both_%,Surv_impr_cov_%,Surv_impr_ctrl_%,Surv_impr_both_%,JrPE_synergy_%,Surv_synergy_%,n_samples,Environment
848.0,0.14328874969243238,0.12412090519725234,0.1480775589441721,0.14492825250621383,59.8694,56.3908,59.022000000000006,56.2454,0.14328874969243238,0.1480775589441721,0.12412090519725234,0.14492825250621383,59.8694,59.022000000000006,56.3908,56.2454,-3.3,13.4,-1.1,-1.4,-5.8,-6.1,-14.5,-4.6,1.0,G1
560.0,0.16496386094232682,0.13672142115283759,0.16261277960186232,0.12495410687005318,68.2394,80.6608,64.28299999999999,95.9902,0.16496386094232682,0.16261277960186232,0.13672142115283759,0.12495410687005318,68.2394,64.28299999999999,80.6608,95.9902,1.4,17.1,24.3,-5.8,18.2,40.7,7.1,22.5,1.0,Go2
