encode_dim,JrPE_False_False,JrPE_False_True,JrPE_True_False,JrPE_True_True,Survival_False_False,Survival_False_True,Survival_True_False,Survival_True_True,JrPE_base,JrPE_cov,JrPE_ctrl,JrPE_both,Survival_base,Survival_cov,Survival_ctrl,Survival_both,JrPE_impr_cov_%,JrPE_impr_ctrl_%,JrPE_impr_both_%,Surv_impr_cov_%,Surv_impr_ctrl_%,Surv_impr_both_%,JrPE_synergy_%,Surv_synergy_%,n_samples,Environment
848.0,0.22426828011740407,0.14877359596386422,0.22131725414506476,0.15253787407285407,31.6377,42.40245,31.9698,42.7377,0.22426828011740407,0.22131725414506476,0.14877359596386422,0.15253787407285407,31.6377,31.9698,42.40245,42.7377,1.3,33.7,32.0,1.0,34.0,35.1,-1.7,1.1,1.0,G1
560.0,0.4018033975309342,0.3993186850432374,0.39794797827593603,0.38742350196111447,24.52495,39.0309,25.098249999999997,47.32615,0.4018033975309342,0.39794797827593603,0.3993186850432374,0.38742350196111447,24.52495,25.098249999999997,39.0309,47.32615,1.0,0.6,3.6,2.3,59.1,93.0,2.6,33.8,1.0,Go2
