train_samples,JrPE_False_False,JrPE_False_True,JrPE_True_False,JrPE_True_True,Survival_False_False,Survival_False_True,Survival_True_False,Survival_True_True,JrPE_base,JrPE_cov,JrPE_ctrl,JrPE_both,Survival_base,Survival_cov,Survival_ctrl,Survival_both,JrPE_impr_cov_%,JrPE_impr_ctrl_%,JrPE_impr_both_%,Surv_impr_cov_%,Surv_impr_ctrl_%,Surv_impr_both_%,JrPE_synergy_%,Surv_synergy_%,n_z,Environment
200000.0,0.14939991182582155,0.1389754014762805,0.15735459458740642,0.14541530143823508,58.74924,55.549519999999994,58.65996,56.26768,0.14939991182582155,0.15735459458740642,0.1389754014762805,0.14541530143823508,58.74924,58.65996,55.549519999999994,56.26768,-5.3,7.0,2.7,-0.2,-5.4,-4.2,-4.3,-4.1,1.0,G1
140000.0,0.17654578349162467,0.12981934455013464,0.16654294753440452,0.12907090062647728,67.35724,86.8164,73.86576,99.83468,0.17654578349162467,0.16654294753440452,0.12981934455013464,0.12907090062647728,67.35724,73.86576,86.8164,99.83468,5.7,26.5,26.9,9.7,28.9,48.2,0.4,19.3,1.0,Go2
