encode_dim,JrPE_False_False,JrPE_False_True,JrPE_True_False,JrPE_True_True,Survival_False_False,Survival_False_True,Survival_True_False,Survival_True_True,JrPE_base,JrPE_cov,JrPE_ctrl,JrPE_both,Survival_base,Survival_cov,Survival_ctrl,Survival_both,JrPE_impr_cov_%,JrPE_impr_ctrl_%,JrPE_impr_both_%,Surv_impr_cov_%,Surv_impr_ctrl_%,Surv_impr_both_%,JrPE_synergy_%,Surv_synergy_%,n_samples,Environment
848.0,0.16492880987374936,0.13941428105330506,0.1702673384688016,0.13827054172978673,47.27056,49.7434,48.15976,50.87624,0.16492880987374936,0.1702673384688016,0.13941428105330506,0.13827054172978673,47.27056,48.15976,49.7434,50.87624,-3.2,15.5,16.2,1.9,5.2,7.6,0.7,2.4,1.0,G1
560.0,0.2277543872259741,0.17411729942918616,0.2205900596832287,0.1647685768766473,42.66296,64.913,45.57008,76.17232,0.2277543872259741,0.2205900596832287,0.17411729942918616,0.1647685768766473,42.66296,45.57008,64.913,76.17232,3.1,23.6,27.7,6.8,52.2,78.5,4.1,26.4,1.0,Go2
