train_samples,JrPE_False_False,JrPE_False_True,JrPE_True_False,JrPE_True_True,Survival_False_False,Survival_False_True,Survival_True_False,Survival_True_True,JrPE_base,JrPE_cov,JrPE_ctrl,JrPE_both,Survival_base,Survival_cov,Survival_ctrl,Survival_both,JrPE_impr_cov_%,JrPE_impr_ctrl_%,JrPE_impr_both_%,Surv_impr_cov_%,Surv_impr_ctrl_%,Surv_impr_both_%,JrPE_synergy_%,Surv_synergy_%,n_z,Environment
140000.0,0.14227475222035643,0.12840629072286508,0.1414966671120438,0.1358523375549234,58.66016,57.70164,58.973760000000006,58.32056,0.14227475222035643,0.1414966671120438,0.12840629072286508,0.1358523375549234,58.66016,58.973760000000006,57.70164,58.32056,0.5,9.7,4.5,0.5,-1.6,-0.6,-5.2,-1.1,1.0,G1
140000.0,0.17641203461458616,0.12956999829551158,0.16612104267460914,0.12895352734739435,67.74584,87.70396000000001,73.70052,98.82212,0.17641203461458616,0.16612104267460914,0.12956999829551158,0.12895352734739435,67.74584,73.70052,87.70396000000001,98.82212,5.8,26.6,26.9,8.8,29.5,45.9,0.3,16.4,1.0,Go2
