Environment,TrainSamples,EncodeDimMultiplier,LearnedEncodeDim,ActualEncodeDim,UseCovLoss,UseControlLoss,PredictionError,NormalizedCovariance
DoublePendulum,16000,2,8,12,True,True,0.017197080972221845,0.0002000283260408229
DoublePendulum,16000,4,16,20,False,False,0.016714674710094312,0.1631927926984862
DoublePendulum,16000,4,16,20,False,True,0.017062862241913144,0.025156964276548583
DoublePendulum,16000,4,16,20,True,False,0.016731179442811925,1.9407547743568935e-05
DoublePendulum,16000,4,16,20,True,True,0.017095808838820142,0.00025279938236309675
DoublePendulum,16000,8,32,36,False,False,0.01667097381791698,0.08748993539810562
DoublePendulum,16000,8,32,36,False,True,0.017005243407026097,0.012624892322884572
DoublePendulum,16000,8,32,36,True,False,0.016693542984544445,5.397454807320612e-05
DoublePendulum,16000,8,32,36,True,True,0.017011729722298818,0.00032948771050440824
DoublePendulum,16000,16,64,68,False,False,0.016656406667452807,0.06261444845694647
DoublePendulum,16000,16,64,68,False,True,0.016919016687994587,0.008831115475901426
DoublePendulum,16000,16,64,68,True,False,0.016697433905620406,3.895137800608911e-05
DoublePendulum,16000,16,64,68,True,True,0.016855900429775292,0.00032695457232016664
DoublePendulum,64000,1,4,8,False,False,0.016719206116098777,3.43178665921992
DoublePendulum,64000,1,4,8,False,True,0.017252416711785283,0.06058707170749588
DoublePendulum,64000,1,4,8,True,False,0.01673326365334951,8.107684566590103e-07
DoublePendulum,64000,1,4,8,True,True,0.01719116590797856,5.227369651619564e-05
DoublePendulum,64000,2,8,12,False,False,0.016692261514040692,1.6748404070453244
DoublePendulum,64000,2,8,12,False,True,0.01694303988726927,0.04335219984388509
DoublePendulum,64000,2,8,12,True,False,0.01669529418249963,4.3759301138782836e-06
DoublePendulum,64000,2,8,12,True,True,0.016899569159757898,8.974338300251311e-05
DoublePendulum,64000,4,16,20,False,False,0.01662291116850096,0.19334996018489992
DoublePendulum,64000,4,16,20,False,True,0.01679921334281347,0.010708046146253364
DoublePendulum,64000,4,16,20,True,False,0.01662529702875404,1.7855549572612425e-05
DoublePendulum,64000,4,16,20,True,True,0.016820778104481505,0.0001447244774027336
DoublePendulum,64000,8,32,36,False,False,0.01656579942815916,0.11118246144278342
DoublePendulum,64000,8,32,36,False,True,0.01673977259449183,0.0048842899459438545
DoublePendulum,64000,8,32,36,True,False,0.01657333523208467,5.0677422289291334e-05
DoublePendulum,64000,8,32,36,True,True,0.016740493088985654,0.00013866099169333957
DoublePendulum,64000,16,64,68,False,False,0.016553908316536088,0.07841809541968205
DoublePendulum,64000,16,64,68,False,True,0.016673218475187032,0.00331424798096442
DoublePendulum,64000,16,64,68,True,False,0.016557104066630347,3.766434772543307e-05
DoublePendulum,64000,16,64,68,True,True,0.016657463564247004,0.00012446380702967164
DoublePendulum,140000,1,4,8,False,False,0.01671120992400315,3.4634040583466272
DoublePendulum,140000,1,4,8,False,True,0.017194896560626522,0.047699648318177745
DoublePendulum,140000,1,4,8,True,False,0.01671917456549627,9.065218875264497e-07
DoublePendulum,140000,1,4,8,True,True,0.01721157124749978,4.547578876446024e-05
DoublePendulum,140000,2,8,12,False,False,0.016677421474661256,1.6805805653924941
DoublePendulum,140000,2,8,12,False,True,0.016876619712675768,0.0313510196110622
DoublePendulum,140000,2,8,12,True,False,0.01668447620387453,3.7849468036352404e-06
DoublePendulum,140000,2,8,12,True,True,0.01687905610017877,9.602752864861384e-05
DoublePendulum,140000,4,16,20,False,False,0.016610402011594187,0.20706069661442883
DoublePendulum,140000,4,16,20,False,True,0.016766430874463077,0.012046350438858792
DoublePendulum,140000,4,16,20,True,False,0.01661551347297024,1.7451845717204898e-05
DoublePendulum,140000,4,16,20,True,True,0.016796343617484156,0.00014456271770785435
DoublePendulum,140000,8,32,36,False,False,0.01655414670918538,0.10369093293419628
DoublePendulum,140000,8,32,36,False,True,0.016715161112451964,0.004955948301339017
DoublePendulum,140000,8,32,36,True,False,0.01655924353654838,5.1210137911585925e-05
DoublePendulum,140000,8,32,36,True,True,0.01673056908534689,0.00013408932923788432
DoublePendulum,140000,16,64,68,False,False,0.016541506376802136,0.08098052417360085
DoublePendulum,140000,16,64,68,False,True,0.016644478217075334,0.0030658482260225257
DoublePendulum,140000,16,64,68,True,False,0.01654242268042317,3.916361754781357e-05
DoublePendulum,140000,16,64,68,True,True,0.01663575847474941,0.00011523826023145926
Franka,1000,1,17,34,False,False,3.270345653252717e-06,4.756358953102587e-05
Franka,1000,1,17,34,False,True,3.835275782592746e-06,0.00021671767057898704
Franka,1000,1,17,34,True,False,3.5335863676489286e-06,1.466050245696784e-06
Franka,1000,1,17,34,True,True,4.43711340435404e-06,1.164056679094203e-06
Franka,1000,2,34,51,False,False,1.2976848087310742e-07,4.944833899518369e-05
Franka,1000,2,34,51,False,True,8.97148483347963e-08,5.684512665496453e-05
Franka,1000,2,34,51,True,False,1.6411837199758343e-07,9.691263838634712e-07
Franka,1000,2,34,51,True,True,9.558355930936145e-08,8.683392410349193e-07
Franka,1000,4,68,85,False,False,3.762669708328439e-08,1.9292181233711965e-05
Franka,1000,4,68,85,False,True,2.621271476024623e-08,1.3365684668937705e-05
Franka,1000,4,68,85,True,False,3.43942917873045e-08,3.2847551802524336e-07
Franka,1000,4,68,85,True,True,3.000089486191374e-08,3.239898347342257e-07
Franka,1000,8,136,153,False,False,4.0131244526993005e-08,1.3855648844618911e-05
Franka,1000,8,136,153,False,True,2.7630017009946578e-08,9.261562444694388e-06
Franka,1000,8,136,153,True,False,3.559688981069634e-08,1.7825326611875821e-07
Franka,1000,8,136,153,True,True,3.117104867765858e-08,1.8314761519944394e-07
Franka,1000,16,272,289,False,False,3.7250531144435046e-08,1.2207882653703946e-05
Franka,1000,16,272,289,False,True,2.5166471697558406e-08,8.098103640991754e-06
Franka,1000,16,272,289,True,False,3.0755045378486426e-08,9.701948520748189e-08
Franka,1000,16,272,289,True,True,2.5796689367210838e-08,9.78675397800046e-08
Franka,4000,1,17,34,False,False,3.374515950254814e-06,4.624626541561207e-05
Franka,4000,1,17,34,False,True,3.982857437853877e-06,0.0001661585468090459
Franka,4000,1,17,34,True,False,3.613864225151235e-06,1.4728615080760975e-06
Franka,4000,1,17,34,True,True,4.916444023698465e-06,1.1830897390146358e-06
Franka,4000,2,34,51,False,False,1.3693755258345146e-07,5.325864894456753e-05
Franka,4000,2,34,51,False,True,7.743225833773514e-08,4.403793977170657e-05
Franka,4000,2,34,51,True,False,1.4275355092073095e-07,9.943542514102442e-07
Franka,4000,2,34,51,True,True,1.0780915448185485e-07,8.461767471757415e-07
Franka,4000,4,68,85,False,False,2.5062959219388565e-08,2.0154846149686007e-05
Franka,4000,4,68,85,False,True,2.3951647711199602e-08,1.3170124463692983e-05
Franka,4000,4,68,85,True,False,2.5971427213533732e-08,3.333751430274251e-07
Franka,4000,4,68,85,True,True,2.700589526092706e-08,3.313999899476578e-07
Franka,4000,8,136,153,False,False,2.6143826569835238e-08,1.4127909420967757e-05
Franka,4000,8,136,153,False,True,2.5251383474353858e-08,9.452504941124273e-06
Franka,4000,8,136,153,True,False,2.846833597476214e-08,1.8048522841047306e-07
Franka,4000,8,136,153,True,True,2.867946011539464e-08,1.8075549555791016e-07
Franka,4000,16,272,289,False,False,2.4779755611860684e-08,1.232338684237519e-05
Franka,4000,16,272,289,False,True,2.2397056089584792e-08,8.27351145042206e-06
Franka,4000,16,272,289,True,False,2.4520706090731897e-08,9.849986980904148e-08
Franka,4000,16,272,289,True,True,2.339101153317628e-08,9.904652755623553e-08
Franka,16000,1,17,34,False,False,3.4902375532648263e-06,4.654988922013693e-05
Franka,16000,1,17,34,False,True,4.051792125009289e-06,0.00017397979492327103
Franka,16000,1,17,34,True,False,3.729629677755523e-06,1.4322519141201456e-06
Franka,16000,1,17,34,True,True,4.572294457465955e-06,1.1545864470072387e-06
Franka,16000,2,34,51,False,False,1.214536128115957e-07,5.4342264431497826e-05
Franka,16000,2,34,51,False,True,7.696959200543324e-08,4.5775569064161185e-05
Franka,16000,2,34,51,True,False,1.353277944716592e-07,9.854748208816047e-07
Franka,16000,2,34,51,True,True,7.525586842763245e-08,8.463453755391029e-07
Franka,16000,4,68,85,False,False,2.263244114280942e-08,2.0198541492645152e-05
Franka,16000,4,68,85,False,True,2.395357451970649e-08,1.326472269603991e-05
Franka,16000,4,68,85,True,False,2.514031567068874e-08,3.3933216136899663e-07
Franka,16000,4,68,85,True,True,2.7134008261926257e-08,3.344105424239236e-07
Franka,16000,8,136,153,False,False,2.4009395716570878e-08,1.4606793287603045e-05
Franka,16000,8,136,153,False,True,2.4576861788942952e-08,9.81037960741554e-06
Franka,16000,8,136,153,True,False,2.6756067231109922e-08,1.8070808467494748e-07
Franka,16000,8,136,153,True,True,2.8162633862043044e-08,1.8187937216833073e-07
Franka,16000,16,272,289,False,False,2.2846449113578372e-08,1.2220461469574926e-05
Franka,16000,16,272,289,False,True,2.21162592495843e-08,8.299832807743816e-06
Franka,16000,16,272,289,True,False,2.3242189939735778e-08,1.0005375923321253e-07
Franka,16000,16,272,289,True,True,2.3271971358216893e-08,1.0076271319316578e-07
Franka,64000,1,17,34,False,False,3.4339307731641986e-06,4.583766733812656e-05
Franka,64000,1,17,34,False,True,2.7793738579115963e-06,0.00029069660697319654
Franka,64000,1,17,34,True,False,3.694341675742232e-06,1.45786055415402e-06
Franka,64000,1,17,34,True,True,4.608692351626969e-06,1.1488267579082034e-06
Franka,64000,2,34,51,False,False,1.1527656164817962e-07,5.3041262759251487e-05
Franka,64000,2,34,51,False,True,9.044843043029662e-08,5.206210006374982e-05
Franka,64000,2,34,51,True,False,1.3928184081794866e-07,9.5789081909103e-07
Franka,64000,2,34,51,True,True,1.1256331633554896e-07,8.643561365061156e-07
Franka,64000,4,68,85,False,False,2.2473674529170406e-08,1.9924085845642844e-05
Franka,64000,4,68,85,False,True,2.4318234148853992e-08,1.3032624668558401e-05
Franka,64000,4,68,85,True,False,2.5249162253067672e-08,3.282087939780306e-07
Franka,64000,4,68,85,True,True,2.6933004146311586e-08,3.2826228147365925e-07
Franka,64000,8,136,153,False,False,2.3907029674311858e-08,1.4170270401594878e-05
Franka,64000,8,136,153,False,True,2.4623450793573088e-08,9.512218524418527e-06
Franka,64000,8,136,153,True,False,2.6650873074341598e-08,1.798344724454482e-07
Franka,64000,8,136,153,True,True,2.8009728200582014e-08,1.8152151355512918e-07
Franka,64000,16,272,289,False,False,2.2989624234893313e-08,1.1108994382099719e-05
Franka,64000,16,272,289,False,True,2.2359399552845696e-08,8.574934876267042e-06
Franka,64000,16,272,289,True,False,2.3094313578582744e-08,1.0071326375378993e-07
Franka,64000,16,272,289,True,True,2.283238639639263e-08,1.0098704964021497e-07
Franka,140000,1,17,34,False,False,3.493790113841511e-06,4.75336396405331e-05
Franka,140000,1,17,34,False,True,3.7023160818218285e-06,0.00016870275371717286
Franka,140000,1,17,34,True,False,3.7242335996926352e-06,1.4467563473077914e-06
Franka,140000,1,17,34,True,True,4.635139307678052e-06,1.1729636961344481e-06
Franka,140000,2,34,51,False,False,1.2230193222499379e-07,5.749719504532802e-05
Franka,140000,2,34,51,False,True,7.97559027886684e-08,4.66316488342564e-05
Franka,140000,2,34,51,True,False,1.193463931913675e-07,9.733444994608611e-07
Franka,140000,2,34,51,True,True,8.427014465119306e-08,8.539013301060701e-07
Franka,140000,4,68,85,False,False,2.2471602154607478e-08,2.00839381167849e-05
Franka,140000,4,68,85,False,True,2.4031706109059365e-08,1.3398488011054914e-05
Franka,140000,4,68,85,True,False,2.524961329551922e-08,3.34571422062316e-07
Franka,140000,4,68,85,True,True,2.7391870872184594e-08,3.301085617732648e-07
Franka,140000,8,136,153,False,False,2.4446459215624724e-08,1.447784326456113e-05
Franka,140000,8,136,153,False,True,2.4899438362167582e-08,9.390157447449469e-06
Franka,140000,8,136,153,True,False,2.688492132500282e-08,1.8217585299186562e-07
Franka,140000,8,136,153,True,True,2.8159082267216462e-08,1.8327948087701056e-07
Franka,140000,16,272,289,False,False,2.2787016695176833e-08,1.170726756739421e-05
Franka,140000,16,272,289,False,True,2.1959081074045818e-08,8.490981976181684e-06
Franka,140000,16,272,289,True,False,2.3071893251827665e-08,9.86462356081818e-08
Franka,140000,16,272,289,True,True,2.283150024999925e-08,9.98018315738464e-08
G1,1000,1,53,106,False,False,0.22271637815230252,0.051195476180651324
G1,1000,1,53,106,False,True,0.20808045089430294,0.055445648646481466
G1,1000,1,53,106,True,False,0.2214164124181686,0.0003859114007438901
G1,1000,1,53,106,True,True,0.21142262887388852,0.0006579770299821022
G1,1000,2,106,159,False,False,0.2292967183532729,0.027667564094712323
G1,1000,2,106,159,False,True,0.21143476562632368,0.018595398290569543
G1,1000,2,106,159,True,False,0.2300768044317047,0.0006895204511693565
G1,1000,2,106,159,True,True,0.21564831108197074,0.0006612754670109502
G1,1000,4,212,265,False,False,0.2530521238647667,0.007110136130428345
G1,1000,4,212,265,False,True,0.22285265266492177,0.010468548865608204
G1,1000,4,212,265,True,False,0.256139215527229,0.0005463266495645784
G1,1000,4,212,265,True,True,0.227102891990039,0.0009472334215961942
G1,1000,8,424,477,False,False,0.28652813954121953,0.0026932456754161136
G1,1000,8,424,477,False,True,0.2503002731698879,0.006252288084346744
G1,1000,8,424,477,True,False,0.2890843980277091,0.00042134797913718374
G1,1000,8,424,477,True,True,0.25775908527558905,0.0009327243600263055
G1,1000,16,848,901,False,False,0.29770686896708587,0.001495806329629321
G1,1000,16,848,901,False,True,0.27323713517545767,0.0035182729070847092
G1,1000,16,848,901,True,False,0.29745657425335265,0.0002884293631250032
G1,1000,16,848,901,True,True,0.27863187625553903,0.0008757304224330807
G1,4000,1,53,106,False,False,0.18778411595930936,0.04101221990369431
G1,4000,1,53,106,False,True,0.18071356853436404,0.04084118324549905
G1,4000,1,53,106,True,False,0.18834629146592421,0.0003337872352366975
G1,4000,1,53,106,True,True,0.18221489565587315,0.0004895158355239642
G1,4000,2,106,159,False,False,0.1841073207711392,0.021583826430617185
G1,4000,2,106,159,False,True,0.17719774314759468,0.015310389054165803
G1,4000,2,106,159,True,False,0.18541912091762539,0.00042384464889480273
G1,4000,2,106,159,True,True,0.17838678781955258,0.0005183949370526022
G1,4000,4,212,265,False,False,0.18378020893333566,0.006675895057711816
G1,4000,4,212,265,False,True,0.17788266047972212,0.007194224603475975
G1,4000,4,212,265,True,False,0.18426882857318624,0.00039165779760708954
G1,4000,4,212,265,True,True,0.177978358290117,0.0005246492935410343
G1,4000,8,424,477,False,False,0.1880366482491314,0.0026523188572970314
G1,4000,8,424,477,False,True,0.18086731014707708,0.004913627719540127
G1,4000,8,424,477,True,False,0.18942478226616866,0.0003043234743463416
G1,4000,8,424,477,True,True,0.181758225306641,0.0005893554678713365
G1,4000,16,848,901,False,False,0.1920142557132101,0.0012429726187968596
G1,4000,16,848,901,False,True,0.1841970939206954,0.0018933297938650896
G1,4000,16,848,901,True,False,0.19287411226380405,0.0002319788310143251
G1,4000,16,848,901,True,True,0.18576139266105435,0.0003300765089448065
G1,16000,1,53,106,False,False,0.16241899147253694,0.02808047272390588
G1,16000,1,53,106,False,True,0.15956064320932675,0.04028359280753846
G1,16000,1,53,106,True,False,0.16358987886400733,0.0001885148752554673
G1,16000,1,53,106,True,True,0.16066309858857206,0.00035684412736261014
G1,16000,2,106,159,False,False,0.15782484873765745,0.015768562209309393
G1,16000,2,106,159,False,True,0.15417513759776172,0.013020001749188582
G1,16000,2,106,159,True,False,0.1588740282692128,0.00020781785399791113
G1,16000,2,106,159,True,True,0.15536511874956924,0.00029097833984797025
G1,16000,4,212,265,False,False,0.15586116955801016,0.0056537159156994565
G1,16000,4,212,265,False,True,0.1515833393487538,0.005512190334922683
G1,16000,4,212,265,True,False,0.1566689888294665,0.00019093132919580994
G1,16000,4,212,265,True,True,0.15260966291062703,0.0002238350962946331
G1,16000,8,424,477,False,False,0.15490176355299115,0.002312775495219024
G1,16000,8,424,477,False,True,0.15018248568590806,0.0019750631306603267
