Environment,TrainSamples,EncodeDimMultiplier,LearnedEncodeDim,ActualEncodeDim,UseCovLoss,UseControlLoss,PredictionError,NormalizedCovariance
G1,16000,8,424,477,True,False,0.15576648264260645,0.00013053535088951236
G1,16000,8,424,477,True,True,0.15102666589182365,0.00014306763120832755
G1,16000,16,848,901,False,False,0.1553989246953715,0.0007341422148064597
G1,16000,16,848,901,False,True,0.1507801785524183,0.0006256529563464997
G1,16000,16,848,901,True,False,0.15574232374078678,9.233196037489664e-05
G1,16000,16,848,901,True,True,0.1513892010302697,9.165083808955086e-05
G1,64000,1,53,106,False,False,0.14672485857786632,0.034267077613483715
G1,64000,1,53,106,False,True,0.15216466925200448,0.04797891513455427
G1,64000,1,53,106,True,False,0.14659431739880097,0.00012902366993766527
G1,64000,1,53,106,True,True,0.15169929901512583,0.0003473153302124158
G1,64000,2,106,159,False,False,0.14161401950990068,0.02303536477624097
G1,64000,2,106,159,False,True,0.14522305452410367,0.019505120203477395
G1,64000,2,106,159,True,False,0.1418625453215996,0.00015031928701513615
G1,64000,2,106,159,True,True,0.14485380679734222,0.0003072866263699737
G1,64000,4,212,265,False,False,0.13786009113723147,0.008049502791981704
G1,64000,4,212,265,False,True,0.14120390452621487,0.008848320657991657
G1,64000,4,212,265,True,False,0.13826722947487197,0.00012073585365327273
G1,64000,4,212,265,True,True,0.1409478598019378,0.0002301168397049478
G1,64000,8,424,477,False,False,0.13466164633305155,0.002685570533813763
G1,64000,8,424,477,False,True,0.13786263534912907,0.003016724470572288
G1,64000,8,424,477,True,False,0.13477197149741038,8.399093493491524e-05
G1,64000,8,424,477,True,True,0.1376789200073954,0.00015693558409927928
G1,64000,16,848,901,False,False,0.1331129150264308,0.0008322571432683328
G1,64000,16,848,901,False,True,0.13580245978443967,0.0009550432209831594
G1,64000,16,848,901,True,False,0.13325949428828035,5.634326061499625e-05
G1,64000,16,848,901,True,True,0.13559118745106252,9.988037272800295e-05
G1,140000,1,53,106,False,False,0.14476362728940503,0.03611523026693831
G1,140000,1,53,106,False,True,0.15144890829755614,0.045077152484781946
G1,140000,1,53,106,True,False,0.1445221207418517,0.0001413335124401718
G1,140000,1,53,106,True,True,0.15074542210124073,0.00034984151285501013
G1,140000,2,106,159,False,False,0.1393696319488193,0.02664583846913302
G1,140000,2,106,159,False,True,0.14452781647140991,0.02059672804249806
G1,140000,2,106,159,True,False,0.13955530702220714,0.00016599983682672823
G1,140000,2,106,159,True,True,0.14406102601349005,0.00031454942999945083
G1,140000,4,212,265,False,False,0.13536868496829252,0.010173194334987102
G1,140000,4,212,265,False,True,0.14032268647442023,0.009679722451364371
G1,140000,4,212,265,True,False,0.135543770329414,0.00013625737524423286
G1,140000,4,212,265,True,True,0.13972048023228437,0.0002391642560808342
G1,140000,8,424,477,False,False,0.1320637394100402,0.0033994538078192986
G1,140000,8,424,477,False,True,0.13692904143344678,0.003316341900305479
G1,140000,8,424,477,True,False,0.13209541184614876,9.467493121275232e-05
G1,140000,8,424,477,True,True,0.1364539806965743,0.00016337716276363008
G1,140000,16,848,901,False,False,0.13028506609801763,0.0010640075667478757
G1,140000,16,848,901,False,True,0.1345546760362698,0.0010613709604260484
G1,140000,16,848,901,True,False,0.1301210705387111,6.57102557806829e-05
G1,140000,16,848,901,True,True,0.13411000346279803,0.0001069107100163863
Go2,1000,1,35,70,False,False,0.2692095266778944,0.19824002468265808
Go2,1000,1,35,70,False,True,0.26149817278380166,0.2577288432218374
Go2,1000,1,35,70,True,False,0.26711637793982845,0.000620493438075175
Go2,1000,1,35,70,True,True,0.2665913526043238,0.0011502058683372498
Go2,1000,2,70,105,False,False,0.2834887033121908,0.10964698956214029
Go2,1000,2,70,105,False,True,0.26175988928250704,0.07874106159416588
Go2,1000,2,70,105,True,False,0.28372054443844,0.0011827584450383461
Go2,1000,2,70,105,True,True,0.2669000826845867,0.0012807834157594457
Go2,1000,4,140,175,False,False,0.3190889724721909,0.03578309708132758
Go2,1000,4,140,175,False,True,0.27645740657725343,0.041362501692358965
Go2,1000,4,140,175,True,False,0.320356998783323,0.0009711245635934192
Go2,1000,4,140,175,True,True,0.28136886601293715,0.0018726142966983329
Go2,1000,8,280,315,False,False,0.36943985622099,0.01249743379017115
Go2,1000,8,280,315,False,True,0.3167018636749744,0.02082181954577143
Go2,1000,8,280,315,True,False,0.37176175802088085,0.0007164297217796561
Go2,1000,8,280,315,True,True,0.3251673159327879,0.0018524045862356618
Go2,1000,16,560,595,False,False,0.39027096241601555,0.005966683605632488
Go2,1000,16,560,595,False,True,0.35180456360778833,0.012403754106224024
Go2,1000,16,560,595,True,False,0.39434505453442614,0.0006343597569035517
Go2,1000,16,560,595,True,True,0.3598388251716306,0.0018252805041924004
Go2,4000,1,35,70,False,False,0.24638603949877308,0.15801112088361363
Go2,4000,1,35,70,False,True,0.24392127601700886,0.33920440180998035
Go2,4000,1,35,70,True,False,0.24676734327235417,0.0003447172242261768
Go2,4000,1,35,70,True,True,0.24559187450421738,0.0005772632852504751
Go2,4000,2,70,105,False,False,0.24358055859617125,0.098890920351274
Go2,4000,2,70,105,False,True,0.23980512052337244,0.11020744843223856
Go2,4000,2,70,105,True,False,0.24479196593035638,0.000613575900372711
Go2,4000,2,70,105,True,True,0.24113101030762543,0.0007622757879578747
Go2,4000,4,140,175,False,False,0.24536749788477832,0.03622138293721312
Go2,4000,4,140,175,False,True,0.23936951928079672,0.051154546996303146
Go2,4000,4,140,175,True,False,0.24533673730113345,0.000568520259218915
Go2,4000,4,140,175,True,True,0.24100779893899577,0.0009550642753161904
Go2,4000,8,280,315,False,False,0.2521741661205122,0.012247677004156987
Go2,4000,8,280,315,False,True,0.24341235358825067,0.026693978517801868
Go2,4000,8,280,315,True,False,0.2534957640912715,0.0005169066995369056
Go2,4000,8,280,315,True,True,0.2447949402945655,0.0011173015074377036
Go2,4000,16,560,595,False,False,0.2596723708673574,0.007732084305835822
Go2,4000,16,560,595,False,True,0.249818765788192,0.012733550874845533
Go2,4000,16,560,595,True,False,0.258826872766125,0.0006106932765046174
Go2,4000,16,560,595,True,True,0.25176588910037606,0.0010126188452772862
Go2,16000,1,35,70,False,False,0.23058618924398647,0.11949376028604748
Go2,16000,1,35,70,False,True,0.23094372428111612,0.593382492594772
Go2,16000,1,35,70,True,False,0.2316792689286142,0.00011686170588823353
Go2,16000,1,35,70,True,True,0.23156731599180796,0.0004720195141002763
Go2,16000,2,70,105,False,False,0.22570035630287472,0.06703934514847845
Go2,16000,2,70,105,False,True,0.22343922915581987,0.1957397504127477
Go2,16000,2,70,105,True,False,0.22639478268053206,0.00020878569674493916
Go2,16000,2,70,105,True,True,0.22443397618713548,0.000490340846960297
Go2,16000,4,140,175,False,False,0.22294317725118615,0.029843427984138655
Go2,16000,4,140,175,False,True,0.22015099964523963,0.07957294655532177
Go2,16000,4,140,175,True,False,0.22357982044649866,0.0002485102564519072
Go2,16000,4,140,175,True,True,0.22137386801828823,0.00046510289105895043
Go2,16000,8,280,315,False,False,0.22360784620251103,0.009358018597330884
Go2,16000,8,280,315,False,True,0.2198617924094708,0.024376439888655153
Go2,16000,8,280,315,True,False,0.22407018110167626,0.00022154136985515473
Go2,16000,8,280,315,True,True,0.22102211817628578,0.00036414881453972697
Go2,16000,16,560,595,False,False,0.2246862583492972,0.0038224737855187176
Go2,16000,16,560,595,False,True,0.22160156153384952,0.005741276551440018
Go2,16000,16,560,595,True,False,0.22455732885129975,0.00016392895606425894
Go2,16000,16,560,595,True,True,0.2223422183640411,0.0002654666252901334
Go2,64000,1,35,70,False,False,0.22118581702975487,0.16669680920666743
Go2,64000,1,35,70,False,True,0.22819173461324835,0.7914035199214053
Go2,64000,1,35,70,True,False,0.22121686932865742,0.00010834216972018201
Go2,64000,1,35,70,True,True,0.22782799925638694,0.00046662836715558346
Go2,64000,2,70,105,False,False,0.2139271546196456,0.09435608527637351
Go2,64000,2,70,105,False,True,0.2190640929720253,0.271214518141559
Go2,64000,2,70,105,True,False,0.21390855660533434,0.00014465110753476363
Go2,64000,2,70,105,True,True,0.2187111750915277,0.0005259304751697183
Go2,64000,4,140,175,False,False,0.20949116998977613,0.0286859932163016
Go2,64000,4,140,175,False,True,0.21389936570325696,0.129918553863966
Go2,64000,4,140,175,True,False,0.20950839133759078,0.00012757680464303199
Go2,64000,4,140,175,True,True,0.2135572679420232,0.0004891818870918862
Go2,64000,8,280,315,False,False,0.20714067825458177,0.009005933284601537
Go2,64000,8,280,315,False,True,0.21116569551728975,0.04133509799812468
Go2,64000,8,280,315,True,False,0.20721422340513576,9.477412143627802e-05
Go2,64000,8,280,315,True,True,0.21084868470595594,0.0003999513546842739
Go2,64000,16,560,595,False,False,0.20590371296517362,0.0030056127026209835
Go2,64000,16,560,595,False,True,0.20919701925533907,0.010709373076432504
Go2,64000,16,560,595,True,False,0.20591682575887865,6.717347551726988e-05
Go2,64000,16,560,595,True,True,0.208959433777327,0.0002649094001033999
Go2,140000,1,35,70,False,False,0.22029531319563744,0.1661393357445628
Go2,140000,1,35,70,False,True,0.22796570149407838,0.828467800644607
Go2,140000,1,35,70,True,False,0.22012701584035044,0.00011375093273870043
Go2,140000,1,35,70,True,True,0.22760203064351792,0.00046830807634814364
Go2,140000,2,70,105,False,False,0.21284456500924376,0.10439898942105816
Go2,140000,2,70,105,False,True,0.21884755363807712,0.29567690831951576
Go2,140000,2,70,105,True,False,0.21253479597694486,0.00015322597827910944
Go2,140000,2,70,105,True,True,0.21834342681177915,0.000534759767467523
Go2,140000,4,140,175,False,False,0.20800302123234682,0.033720049677562515
Go2,140000,4,140,175,False,True,0.21345110155504787,0.13918454526987736
Go2,140000,4,140,175,True,False,0.20781509756379138,0.0001384681699133773
Go2,140000,4,140,175,True,True,0.21304481463029207,0.0005067701308443633
Go2,140000,8,280,315,False,False,0.20530948428900017,0.010730115184903131
Go2,140000,8,280,315,False,True,0.21062560353178805,0.04556708346581015
Go2,140000,8,280,315,True,False,0.20505599946579042,0.00010346865689629537
Go2,140000,8,280,315,True,True,0.21005472112178714,0.0004155077865992267
Go2,140000,16,560,595,False,False,0.20381173448933235,0.003638637797894505
Go2,140000,16,560,595,False,True,0.20842153717981982,0.011872689210892438
Go2,140000,16,560,595,True,False,0.2034438124142714,7.403204630874522e-05
Go2,140000,16,560,595,True,True,0.2079037469827015,0.00028617255482925595
Kinova,1000,1,14,28,False,False,0.274880520057484,16.783840305373328
Kinova,1000,1,14,28,False,True,0.345552757419086,2.015937045798254
Kinova,1000,1,14,28,True,False,0.2840344842797294,0.00014170240234546373
Kinova,1000,1,14,28,True,True,0.3382061682174817,0.00045375849961993626
Kinova,1000,2,28,42,False,False,0.19078737668535797,7.667374800816984
Kinova,1000,2,28,42,False,True,0.22997794744351843,2.7044041831800394
Kinova,1000,2,28,42,True,False,0.19563103019650485,0.0003588438204808868
Kinova,1000,2,28,42,True,True,0.2277355542850149,0.000422232541956505
Kinova,1000,4,56,70,False,False,0.09681194966382396,1.4398232578610866
Kinova,1000,4,56,70,False,True,0.12195778896421276,1.6623170702468335
Kinova,1000,4,56,70,True,False,0.10220725170789732,0.0003413580501900053
Kinova,1000,4,56,70,True,True,0.12034419646812232,0.00039328474525890806
Kinova,1000,8,112,126,False,False,0.025760709138833816,0.4979025851142976
Kinova,1000,8,112,126,False,True,0.040871499103441615,1.0958586968946407
Kinova,1000,8,112,126,True,False,0.027821695578012375,0.00018649172208612725
Kinova,1000,8,112,126,True,True,0.039826364976928,0.000383820483938037
Kinova,1000,16,224,238,False,False,0.004650891377371509,0.13339606964287662
Kinova,1000,16,224,238,False,True,0.013148182130993011,0.3630737457235484
Kinova,1000,16,224,238,True,False,0.0050265549009018695,5.2036974341437706e-05
Kinova,1000,16,224,238,True,True,0.012620503291825168,0.0003832476374524596
Kinova,4000,1,14,28,False,False,0.26818543778062925,4.084439248352162
Kinova,4000,1,14,28,False,True,0.3399917952638271,7.952987105066671
Kinova,4000,1,14,28,True,False,0.27730380226596074,6.24665131296649e-05
Kinova,4000,1,14,28,True,True,0.33161047667296706,0.0004754762694616868
Kinova,4000,2,28,42,False,False,0.1805064722343525,64.67218006017606
Kinova,4000,2,28,42,False,True,0.22428264098437797,8.522324411161705
Kinova,4000,2,28,42,True,False,0.18664151702114726,0.00026110359932534976
Kinova,4000,2,28,42,True,True,0.22022580438949968,0.0004539916131093852
Kinova,4000,4,56,70,False,False,0.08691264988995992,2.71393807558696
Kinova,4000,4,56,70,False,True,0.11346929916760498,5.4585375810264285
Kinova,4000,4,56,70,True,False,0.09212557968600495,0.0002746165227044972
Kinova,4000,4,56,70,True,True,0.11030348269046847,0.0004949454095318057
Kinova,4000,8,112,126,False,False,0.019817027303496507,0.5401633759522555
Kinova,4000,8,112,126,False,True,0.033537294383708616,3.2281013683630935
Kinova,4000,8,112,126,True,False,0.021476806375722083,0.00013493708121162636
Kinova,4000,8,112,126,True,True,0.031701991834184685,0.000504127582609635
Kinova,4000,16,224,238,False,False,0.0013662660751403003,0.12557648121417775
Kinova,4000,16,224,238,False,True,0.007511509258545574,0.9385446401098159
Kinova,4000,16,224,238,True,False,0.0014541759622798331,5.879368311991652e-05
Kinova,4000,16,224,238,True,True,0.006722853301502454,0.000496103176039213
Kinova,16000,1,14,28,False,False,0.2668673436320384,4.068215212517402
Kinova,16000,1,14,28,False,True,0.3396562302769285,11.112159704950363
Kinova,16000,1,14,28,True,False,0.27625821400586875,5.339766369735991e-05
Kinova,16000,1,14,28,True,True,0.3284802774374257,0.0005058568755442922
Kinova,16000,2,28,42,False,False,0.17921190521177055,45.433442273856166
Kinova,16000,2,28,42,False,True,0.22255936623261172,11.24247918505966
Kinova,16000,2,28,42,True,False,0.18502334521013084,0.00023113249408071663
Kinova,16000,2,28,42,True,True,0.21789763084484287,0.00048722509533477305
Kinova,16000,4,56,70,False,False,0.08624063446174064,2.6559299336270787
Kinova,16000,4,56,70,False,True,0.11145282252472638,8.074320210408048
Kinova,16000,4,56,70,True,False,0.09137892216972054,0.00025767378408220453
Kinova,16000,4,56,70,True,True,0.10830769374764553,0.0005423255388547635
Kinova,16000,8,112,126,False,False,0.01913905731644215,0.6025429024944672
Kinova,16000,8,112,126,False,True,0.03187197024684421,4.570140775826854
Kinova,16000,8,112,126,True,False,0.020734618102567118,0.00013352213188357607
Kinova,16000,8,112,126,True,True,0.029964605367126806,0.0005560786427441277
Kinova,16000,16,224,238,False,False,0.000950831166881423,0.1266605209461234
Kinova,16000,16,224,238,False,True,0.006512926829291016,1.4208989222801118
Kinova,16000,16,224,238,True,False,0.0010234858925915434,6.0886776659447054e-05
Kinova,16000,16,224,238,True,True,0.005667966624716312,0.0005518676799972496
Kinova,64000,1,14,28,False,False,0.2666200928019124,3.0198697293581405
Kinova,64000,1,14,28,False,True,0.3370507362039076,12.151142108796757
Kinova,64000,1,14,28,True,False,0.27639585710251985,5.6807066551049014e-05
Kinova,64000,1,14,28,True,True,0.32817538945804675,0.0004713038056990784
Kinova,64000,2,28,42,False,False,0.17824266365945018,81.58606084177072
Kinova,64000,2,28,42,False,True,0.22287758177017708,12.199019541247106
Kinova,64000,2,28,42,True,False,0.18521865449995448,0.00023297774375970345
Kinova,64000,2,28,42,True,True,0.21752284302204034,0.00047282649987140596
Kinova,64000,4,56,70,False,False,0.08570095455594327,3.13687741153204
Kinova,64000,4,56,70,False,True,0.11094080661439214,8.27183853474542
Kinova,64000,4,56,70,True,False,0.0911395518320439,0.00026468691509254805
Kinova,64000,4,56,70,True,True,0.10736715480323024,0.0005405073527394602
Kinova,64000,8,112,126,False,False,0.01907831359399025,0.5805901169265492
Kinova,64000,8,112,126,False,True,0.031541871722705464,4.935240451389336
Kinova,64000,8,112,126,True,False,0.020568366174771802,0.00013129383122301999
Kinova,64000,8,112,126,True,True,0.029712975664074038,0.000555401414702856
Kinova,64000,16,224,238,False,False,0.0009046988366655053,0.1273873477804042
Kinova,64000,16,224,238,False,True,0.0062653636400516535,1.5202361939972096
Kinova,64000,16,224,238,True,False,0.0009616041473918078,6.002960734330507e-05
Kinova,64000,16,224,238,True,True,0.005399511126161523,0.0005550933764255722
Kinova,140000,1,14,28,False,False,0.26667750105487076,3.6578060555554828
Kinova,140000,1,14,28,False,True,0.33748584080657085,12.376926735486363
Kinova,140000,1,14,28,True,False,0.2762423992555492,5.9669550999978954e-05
Kinova,140000,1,14,28,True,True,0.32730739253018887,0.0004775153846909974
Kinova,140000,2,28,42,False,False,0.17833281741008927,115.51263611009054
Kinova,140000,2,28,42,False,True,0.22307581205323812,12.882330011089985
Kinova,140000,2,28,42,True,False,0.18501389535233445,0.00023683065838465484
Kinova,140000,2,28,42,True,True,0.21692334852237832,0.0004922527628853518
Kinova,140000,4,56,70,False,False,0.08594581676893338,3.2818279952552567
Kinova,140000,4,56,70,False,True,0.11079650576397634,8.693561027243794
Kinova,140000,4,56,70,True,False,0.09079422943319818,0.00025955606825266104
Kinova,140000,4,56,70,True,True,0.10765947404701363,0.0005477011418568389
Kinova,140000,8,112,126,False,False,0.019031438797573064,0.697080802769067
Kinova,140000,8,112,126,False,True,0.03144298995925265,4.833297529791281
Kinova,140000,8,112,126,True,False,0.020604939770029404,0.00013330422963958854
Kinova,140000,8,112,126,True,True,0.029473592531277196,0.0005622280235472003
Kinova,140000,16,224,238,False,False,0.0009033654919512848,0.128903577435394
Kinova,140000,16,224,238,False,True,0.006196886259902427,1.564649875204225
Kinova,140000,16,224,238,True,False,0.0009586984574100419,6.001071432572279e-05
Kinova,140000,16,224,238,True,True,0.005384945599523695,0.000559782883053082
